Thumb_CMC,Thumb_MCP,Thumb_IP,Thumb_TIP,Index_MCP,Index_PIP,Index_DIP,Index_TIP,Middle_MCP,Middle_PIP,Middle_DIP,Middle_TIP,Ring_MCP,Ring_PIP,Ring_DIP,Ring_TIP,Pinky_MCP,Pinky_PIP,Pinky_DIP,Pinky_TIP,Letter,Class_Index,ImagePath
"[0.6279140710830688, 0.7940136790275574, -0.06787914037704468]","[0.6927976012229919, 0.7383918166160583, -0.11335774511098862]","[0.7243244647979736, 0.6831917762756348, -0.15229475498199463]","[0.7030408978462219, 0.6264424920082092, -0.18817906081676483]","[0.660586953163147, 0.5826371312141418, -0.07057406008243561]","[0.6921840310096741, 0.5197329521179199, -0.10730911791324615]","[0.7017701864242554, 0.5432812571525574, -0.12538476288318634]","[0.697325587272644, 0.5792520046234131, -0.13904806971549988]","[0.6169941425323486, 0.5544801950454712, -0.06669697910547256]","[0.627078652381897, 0.4290904998779297, -0.10645673424005508]","[0.630165159702301, 0.3467981219291687, -0.14191189408302307]","[0.6288809776306152, 0.277397483587265, -0.1705939620733261]","[0.5691351890563965, 0.5564475059509277, -0.07002850621938705]","[0.5705740451812744, 0.438079833984375, -0.1029733270406723]","[0.5723949074745178, 0.361142635345459, -0.13206718862056732]","[0.5741487741470337, 0.30016908049583435, -0.15478400886058807]","[0.5192610025405884, 0.5795834064483643, -0.0800030454993248]","[0.5218937993049622, 0.48352861404418945, -0.10576602071523666]","[0.5288566946983337, 0.4266446828842163, -0.12419998645782471]","[0.5381197929382324, 0.380132794380188, -0.14048412442207336]",F,5.0,.\ASL_Data\ASL_Validate\F\F1399.jpg
"[0.6442011594772339, 0.8118619322776794, -0.07474778592586517]","[0.7141093611717224, 0.7643756866455078, -0.12396695464849472]","[0.7503227591514587, 0.709773600101471, -0.16510188579559326]","[0.7363804578781128, 0.6486431956291199, -0.20399625599384308]","[0.6859937310218811, 0.6010021567344666, -0.0856209248304367]","[0.7256254553794861, 0.5379526019096375, -0.12823845446109772]","[0.7343494892120361, 0.5501892566680908, -0.15032368898391724]","[0.7262017726898193, 0.5772770047187805, -0.1662381887435913]","[0.6411799192428589, 0.5672330856323242, -0.0797615796327591]","[0.6549956798553467, 0.43599119782447815, -0.12687817215919495]","[0.6588067412376404, 0.3489929139614105, -0.16544997692108154]","[0.6569173336029053, 0.2767055034637451, -0.19529157876968384]","[0.5914696455001831, 0.5637564063072205, -0.08114617317914963]","[0.5962895750999451, 0.44073188304901123, -0.12163189053535461]","[0.6010697484016418, 0.3608364462852478, -0.15377140045166016]","[0.6052954792976379, 0.2977379858493805, -0.17721575498580933]","[0.5382384657859802, 0.5817579627037048, -0.08925872296094894]","[0.5448266863822937, 0.4792979657649994, -0.12140103429555893]","[0.5523528456687927, 0.41903120279312134, -0.14307138323783875]","[0.5617887377738953, 0.37014567852020264, -0.16083450615406036]",F,5.0,.\ASL_Data\ASL_Validate\F\F1409.jpg
"[0.669122040271759, 0.7846252918243408, -0.07537060230970383]","[0.7480214238166809, 0.7326481342315674, -0.12090881913900375]","[0.7904675602912903, 0.6722885966300964, -0.158381387591362]","[0.7745039463043213, 0.610115110874176, -0.19280287623405457]","[0.721017599105835, 0.5719904899597168, -0.07219923287630081]","[0.7580655813217163, 0.5042901635169983, -0.10963941365480423]","[0.7623454332351685, 0.5153490304946899, -0.12859585881233215]","[0.7519909739494324, 0.5415478944778442, -0.14247314631938934]","[0.6765084862709045, 0.5331993103027344, -0.06440915912389755]","[0.6947760581970215, 0.3978317677974701, -0.1039704829454422]","[0.7010433673858643, 0.30993834137916565, -0.14164692163467407]","[0.7022349238395691, 0.23615926504135132, -0.1717456877231598]","[0.6251075267791748, 0.5236518979072571, -0.06474798917770386]","[0.6365638971328735, 0.394037127494812, -0.09994049370288849]","[0.6447592973709106, 0.31178468465805054, -0.13424071669578552]","[0.6522348523139954, 0.24670672416687012, -0.15997177362442017]","[0.5697608590126038, 0.5363975167274475, -0.07221513241529465]","[0.5804046988487244, 0.4321066737174988, -0.10029862076044083]","[0.5917828679084778, 0.3723847270011902, -0.1222747340798378]","[0.6053034067153931, 0.32425862550735474, -0.14082805812358856]",F,5.0,.\ASL_Data\ASL_Validate\F\F1419.jpg
"[0.7013173699378967, 0.7635774612426758, -0.061123982071876526]","[0.7814104557037354, 0.71140056848526, -0.09686552733182907]","[0.8270957469940186, 0.6520040035247803, -0.12762141227722168]","[0.8142591118812561, 0.5947275161743164, -0.15610533952713013]","[0.749843955039978, 0.5452396869659424, -0.050447728484869]","[0.7945274114608765, 0.48015889525413513, -0.08260293304920197]","[0.8084160089492798, 0.4954085946083069, -0.09925568103790283]","[0.8059480786323547, 0.5234361886978149, -0.11198101937770844]","[0.707987368106842, 0.5052486062049866, -0.049302149564027786]","[0.7301768064498901, 0.3685545027256012, -0.08527709543704987]","[0.7404330372810364, 0.2822766900062561, -0.12301550805568695]","[0.7445055842399597, 0.21070674061775208, -0.1532541811466217]","[0.6586138010025024, 0.4958095848560333, -0.05595202371478081]","[0.6711198091506958, 0.3631700873374939, -0.09012254327535629]","[0.6791964769363403, 0.2800264060497284, -0.12728479504585266]","[0.6868709921836853, 0.21463391184806824, -0.15457768738269806]","[0.6056658625602722, 0.5091496109962463, -0.06852925568819046]","[0.6175439357757568, 0.4030047059059143, -0.09751229733228683]","[0.629030704498291, 0.3396860957145691, -0.1220700815320015]","[0.6429303884506226, 0.287849485874176, -0.14234867691993713]",F,5.0,.\ASL_Data\ASL_Validate\F\F1429.jpg
"[0.7282540202140808, 0.7738215327262878, -0.06059783697128296]","[0.8041282296180725, 0.7216393947601318, -0.09643319994211197]","[0.8504142761230469, 0.6617593765258789, -0.12549196183681488]","[0.8411028981208801, 0.6113995313644409, -0.14968867599964142]","[0.7672457695007324, 0.5369460582733154, -0.06136620044708252]","[0.8156980276107788, 0.4789939820766449, -0.09008223563432693]","[0.8401553630828857, 0.5142385959625244, -0.09882420301437378]","[0.8445810675621033, 0.5622104406356812, -0.10678068548440933]","[0.7293869256973267, 0.4964812099933624, -0.057992685586214066]","[0.7558264136314392, 0.3691365718841553, -0.08908016979694366]","[0.7814727425575256, 0.2845994830131531, -0.11728725582361221]","[0.7989776730537415, 0.2096988558769226, -0.14265397191047668]","[0.6794902086257935, 0.4914819598197937, -0.06147534400224686]","[0.6756595373153687, 0.3605630397796631, -0.09089626371860504]","[0.675064742565155, 0.2705453038215637, -0.12017348408699036]","[0.6778014302253723, 0.1949366331100464, -0.1433563232421875]","[0.6229375004768372, 0.5170178413391113, -0.0704217329621315]","[0.594426155090332, 0.41262364387512207, -0.09452096372842789]","[0.5776082277297974, 0.3470931053161621, -0.11300164461135864]","[0.5694602131843567, 0.2899131774902344, -0.1288992017507553]",F,5.0,.\ASL_Data\ASL_Validate\F\F1439.jpg
"[0.7035930156707764, 0.7463343143463135, -0.07181409001350403]","[0.7781783938407898, 0.6960428357124329, -0.1133916899561882]","[0.8249145746231079, 0.633379340171814, -0.14776511490345]","[0.8243656754493713, 0.5713268518447876, -0.1779455542564392]","[0.7470276951789856, 0.5134458541870117, -0.058879025280475616]","[0.7909659147262573, 0.46182873845100403, -0.08861889690160751]","[0.8092028498649597, 0.4789322316646576, -0.1019308865070343]","[0.8101449012756348, 0.5099447965621948, -0.1119808703660965]","[0.7056415677070618, 0.46840208768844604, -0.049851562827825546]","[0.7275868654251099, 0.3444700241088867, -0.07717429101467133]","[0.7449092268943787, 0.26075440645217896, -0.10583498328924179]","[0.7561705112457275, 0.18908393383026123, -0.13141317665576935]","[0.6535027623176575, 0.45992037653923035, -0.04958245903253555]","[0.6471466422080994, 0.3282921612262726, -0.07594583928585052]","[0.6453108191490173, 0.2434261590242386, -0.1038171723484993]","[0.6466763019561768, 0.17319071292877197, -0.12663500010967255]","[0.5950042605400085, 0.48392289876937866, -0.05633578076958656]","[0.5632889270782471, 0.3865361213684082, -0.07724557816982269]","[0.5444934368133545, 0.32598239183425903, -0.09366606175899506]","[0.5340688228607178, 0.2712825536727905, -0.10833800584077835]",F,5.0,.\ASL_Data\ASL_Validate\F\F1449.jpg
"[0.6855942606925964, 0.6736142635345459, -0.0637882649898529]","[0.7620210647583008, 0.6076980233192444, -0.09805865585803986]","[0.8022720217704773, 0.5330892205238342, -0.1261189728975296]","[0.7838711142539978, 0.4746013283729553, -0.14936569333076477]","[0.7229335904121399, 0.42648932337760925, -0.04483405873179436]","[0.7630915641784668, 0.37195736169815063, -0.07106546312570572]","[0.7813081741333008, 0.38483160734176636, -0.08148051798343658]","[0.7802668213844299, 0.41373708844184875, -0.08950825780630112]","[0.6796708106994629, 0.3849400281906128, -0.03839953988790512]","[0.6957533359527588, 0.2576717734336853, -0.061680883169174194]","[0.7109224200248718, 0.168532133102417, -0.08705368638038635]","[0.7184051871299744, 0.08973398804664612, -0.11034006625413895]","[0.6261117458343506, 0.3802489936351776, -0.04087609797716141]","[0.6145171523094177, 0.24889317154884338, -0.06365348398685455]","[0.6103336811065674, 0.16324757039546967, -0.08825552463531494]","[0.607742965221405, 0.09263750910758972, -0.10851673036813736]","[0.567054033279419, 0.40724238753318787, -0.05033441632986069]","[0.5319107174873352, 0.30928173661231995, -0.06797223538160324]","[0.5107495784759521, 0.24553340673446655, -0.08206093311309814]","[0.49707937240600586, 0.1884640008211136, -0.09470910578966141]",F,5.0,.\ASL_Data\ASL_Validate\F\F1459.jpg
"[0.6516461968421936, 0.6469924449920654, -0.06472088396549225]","[0.7279260754585266, 0.5836230516433716, -0.10199329257011414]","[0.7699049115180969, 0.5091280341148376, -0.13398973643779755]","[0.752079963684082, 0.44598931074142456, -0.16078509390354156]","[0.6911277770996094, 0.40181007981300354, -0.04174371436238289]","[0.7308310866355896, 0.33780673146247864, -0.06487197428941727]","[0.7455219030380249, 0.35349082946777344, -0.07411830127239227]","[0.7432525157928467, 0.38335978984832764, -0.08189627528190613]","[0.6461246013641357, 0.3595142662525177, -0.03567245230078697]","[0.6617310047149658, 0.2274138331413269, -0.054373372346162796]","[0.6749229431152344, 0.14023004472255707, -0.07878834754228592]","[0.6799393892288208, 0.06665796041488647, -0.10226596891880035]","[0.5922281742095947, 0.3544118404388428, -0.03850219026207924]","[0.5843615531921387, 0.22456082701683044, -0.05528915673494339]","[0.582368791103363, 0.14031033217906952, -0.0790339931845665]","[0.5796802043914795, 0.07113498449325562, -0.1002657413482666]","[0.5335208177566528, 0.38154733180999756, -0.048722878098487854]","[0.5019924640655518, 0.28566092252731323, -0.060549259185791016]","[0.483991801738739, 0.22392280399799347, -0.07298406958580017]","[0.4711877703666687, 0.169658824801445, -0.08570335060358047]",F,5.0,.\ASL_Data\ASL_Validate\F\F1469.jpg
"[0.5838728547096252, 0.661271333694458, -0.0748290866613388]","[0.6582369804382324, 0.5996545553207397, -0.12090184539556503]","[0.6973881721496582, 0.5298178195953369, -0.16000865399837494]","[0.680549681186676, 0.462488055229187, -0.1940140277147293]","[0.6277040839195251, 0.407866895198822, -0.06256468594074249]","[0.6683269739151001, 0.3440765142440796, -0.09232646971940994]","[0.6841884851455688, 0.3692680597305298, -0.10458384454250336]","[0.6804181933403015, 0.41402819752693176, -0.11438053846359253]","[0.5790063738822937, 0.36581555008888245, -0.05344637110829353]","[0.5964947938919067, 0.23349563777446747, -0.07917546480894089]","[0.6091572642326355, 0.14632633328437805, -0.10666138678789139]","[0.6121852397918701, 0.07200303673744202, -0.13223028182983398]","[0.5234667658805847, 0.3621922433376312, -0.05345851555466652]","[0.5179495215415955, 0.23164354264736176, -0.0734165757894516]","[0.5189481377601624, 0.14614996314048767, -0.09699133038520813]","[0.51683509349823, 0.07791727781295776, -0.1189814880490303]","[0.4639284014701843, 0.3878674805164337, -0.06173497810959816]","[0.4343244433403015, 0.2910667061805725, -0.07592316716909409]","[0.41747063398361206, 0.22676941752433777, -0.08857712149620056]","[0.40501922369003296, 0.1688990741968155, -0.10199590772390366]",F,5.0,.\ASL_Data\ASL_Validate\F\F1479.jpg
"[0.5005654692649841, 0.6822303533554077, -0.0941920131444931]","[0.5720473527908325, 0.6209639310836792, -0.1502256989479065]","[0.6038205623626709, 0.5508063435554504, -0.19519305229187012]","[0.5817695260047913, 0.49277713894844055, -0.23426437377929688]","[0.5491440296173096, 0.43081557750701904, -0.09180861711502075]","[0.5871385931968689, 0.35096102952957153, -0.1277233213186264]","[0.5958681702613831, 0.381892591714859, -0.14228555560112]","[0.5875272750854492, 0.43285563588142395, -0.1534186154603958]","[0.4971495568752289, 0.38799965381622314, -0.07403091341257095]","[0.5091990232467651, 0.24735920131206512, -0.10571779310703278]","[0.5160034894943237, 0.16060547530651093, -0.136933833360672]","[0.5149334669113159, 0.08620205521583557, -0.16526739299297333]","[0.44053828716278076, 0.3847355544567108, -0.0657627061009407]","[0.4347284138202667, 0.2507527470588684, -0.09033572673797607]","[0.4332887530326843, 0.16431808471679688, -0.11906701326370239]","[0.43006718158721924, 0.09555163979530334, -0.14460068941116333]","[0.3814753293991089, 0.40997645258903503, -0.06680215895175934]","[0.3538523316383362, 0.3100183606147766, -0.08458898961544037]","[0.336317241191864, 0.24606716632843018, -0.10136693716049194]","[0.32497721910476685, 0.1891455352306366, -0.11795932799577713]",F,5.0,.\ASL_Data\ASL_Validate\F\F1489.jpg
"[0.431485652923584, 0.6818723678588867, -0.08630777895450592]","[0.5005962252616882, 0.624127984046936, -0.13793686032295227]","[0.5333968997001648, 0.55417799949646, -0.18061646819114685]","[0.5148995518684387, 0.4858153462409973, -0.21731072664260864]","[0.47847819328308105, 0.4336932599544525, -0.07227960973978043]","[0.5155735015869141, 0.3600974380970001, -0.1023678258061409]","[0.5223947763442993, 0.39452752470970154, -0.11401721090078354]","[0.5165638327598572, 0.44345080852508545, -0.12376978993415833]","[0.4296720027923584, 0.39353322982788086, -0.05853183940052986]","[0.44281837344169617, 0.25820639729499817, -0.08455386012792587]","[0.4500184953212738, 0.17366854846477509, -0.11363961547613144]","[0.45247095823287964, 0.10112619400024414, -0.1406627893447876]","[0.37526899576187134, 0.39118918776512146, -0.05453643575310707]","[0.368588387966156, 0.2600864768028259, -0.07560190558433533]","[0.3682313561439514, 0.1742168366909027, -0.10366262495517731]","[0.3685589134693146, 0.10294705629348755, -0.1287328451871872]","[0.318748414516449, 0.4181816279888153, -0.05927906930446625]","[0.2924295961856842, 0.3214620351791382, -0.07515833526849747]","[0.27807626128196716, 0.2611950635910034, -0.09101064503192902]","[0.27092164754867554, 0.2060830295085907, -0.10672709345817566]",F,5.0,.\ASL_Data\ASL_Validate\F\F1499.jpg
"[0.37771615386009216, 0.6867564916610718, -0.09029559791088104]","[0.44050827622413635, 0.6291362047195435, -0.14697137475013733]","[0.46546512842178345, 0.5652490258216858, -0.19502441585063934]","[0.44894957542419434, 0.4992977976799011, -0.23752571642398834]","[0.42351892590522766, 0.4456230700016022, -0.08010872453451157]","[0.4544579088687897, 0.37790197134017944, -0.11515474319458008]","[0.44632458686828613, 0.4167024493217468, -0.1302550733089447]","[0.43078136444091797, 0.4654623866081238, -0.141819030046463]","[0.37369298934936523, 0.4045853316783905, -0.06708952784538269]","[0.389706015586853, 0.27359360456466675, -0.09742740541696548]","[0.3917340934276581, 0.1897873729467392, -0.1297798454761505]","[0.3905088007450104, 0.11429086327552795, -0.1591602861881256]","[0.3203505873680115, 0.4043090343475342, -0.0642164871096611]","[0.31699997186660767, 0.274120956659317, -0.0869760811328888]","[0.31631314754486084, 0.19178824126720428, -0.11525765806436539]","[0.3151712417602539, 0.12491557002067566, -0.14092853665351868]","[0.2648429870605469, 0.4340800642967224, -0.0705837830901146]","[0.2413569986820221, 0.3383139967918396, -0.08640903234481812]","[0.22802236676216125, 0.27766644954681396, -0.1019589751958847]","[0.2209014594554901, 0.22283107042312622, -0.11806654185056686]",F,5.0,.\ASL_Data\ASL_Validate\F\F1509.jpg
"[0.25913095474243164, 0.6595615148544312, -0.10091613978147507]","[0.3223620653152466, 0.604945182800293, -0.1634243130683899]","[0.3427780568599701, 0.5350066423416138, -0.21455655992031097]","[0.3169077932834625, 0.4654659330844879, -0.25970399379730225]","[0.310159832239151, 0.40227964520454407, -0.10354767739772797]","[0.3399003744125366, 0.3286345303058624, -0.14359986782073975]","[0.3266194462776184, 0.37145113945007324, -0.15899012982845306]","[0.30573293566703796, 0.4267292618751526, -0.17195367813110352]","[0.25729814171791077, 0.35504063963890076, -0.08885319530963898]","[0.273733913898468, 0.20277056097984314, -0.12958332896232605]","[0.2714695334434509, 0.10202538967132568, -0.16792874038219452]","[0.2670981287956238, 0.015930473804473877, -0.202092707157135]","[0.1997120976448059, 0.3527839481830597, -0.0836135670542717]","[0.1923501193523407, 0.20751915872097015, -0.11740083992481232]","[0.185919851064682, 0.11782471835613251, -0.15196408331394196]","[0.18288996815681458, 0.04497268795967102, -0.1810731738805771]","[0.13709622621536255, 0.3850466012954712, -0.08758209645748138]","[0.10895697772502899, 0.27725157141685486, -0.11518479138612747]","[0.0958353579044342, 0.21213963627815247, -0.1373373419046402]","[0.09138362109661102, 0.15475890040397644, -0.15726618468761444]",F,5.0,.\ASL_Data\ASL_Validate\F\F1519.jpg
"[0.18275851011276245, 0.6472097039222717, -0.10543426126241684]","[0.24296309053897858, 0.5786288976669312, -0.16885322332382202]","[0.2435303032398224, 0.5034558176994324, -0.22020894289016724]","[0.20359133183956146, 0.4374532997608185, -0.2653120756149292]","[0.23305578529834747, 0.38104236125946045, -0.10783575475215912]","[0.25970035791397095, 0.3014123737812042, -0.1534939557313919]","[0.2412441074848175, 0.33880504965782166, -0.17170022428035736]","[0.2180832326412201, 0.3983347415924072, -0.18464885652065277]","[0.17575475573539734, 0.3371078073978424, -0.09035675972700119]","[0.19084413349628448, 0.18100506067276, -0.13615693151950836]","[0.1893947720527649, 0.07627299427986145, -0.17681680619716644]","[0.1856582909822464, -0.012733817100524902, -0.21085964143276215]","[0.11827550828456879, 0.3405464291572571, -0.08329253643751144]","[0.1061231717467308, 0.19751138985157013, -0.11990584433078766]","[0.10173185914754868, 0.11060948669910431, -0.15502049028873444]","[0.09846675395965576, 0.039787083864212036, -0.18266913294792175]","[0.06046970188617706, 0.3782966136932373, -0.08625147491693497]","[0.037648603320121765, 0.2764389216899872, -0.11345525085926056]","[0.02711378037929535, 0.21093958616256714, -0.13522881269454956]","[0.022998154163360596, 0.15079455077648163, -0.1541006863117218]",F,5.0,.\ASL_Data\ASL_Validate\F\F1529.jpg
"[0.11513104289770126, 0.6218526363372803, -0.10105486959218979]","[0.16849680244922638, 0.5667464733123779, -0.15537206828594208]","[0.1687890738248825, 0.49984800815582275, -0.19668710231781006]","[0.13449954986572266, 0.4384920001029968, -0.23372206091880798]","[0.16949209570884705, 0.3850139081478119, -0.10157391428947449]","[0.19164001941680908, 0.3190740942955017, -0.13792972266674042]","[0.17649374902248383, 0.355599582195282, -0.15044912695884705]","[0.16134952008724213, 0.406119167804718, -0.15974093973636627]","[0.11881954222917557, 0.3409113883972168, -0.08020812273025513]","[0.12894122302532196, 0.2105652540922165, -0.118233822286129]","[0.12375397235155106, 0.12547974288463593, -0.14964662492275238]","[0.12208648771047592, 0.05169731378555298, -0.17609365284442902]","[0.06922338902950287, 0.33777889609336853, -0.0682634711265564]","[0.06162840873003006, 0.2172842025756836, -0.10162308067083359]","[0.05691812187433243, 0.1325787901878357, -0.1325317621231079]","[0.057416610419750214, 0.06539157032966614, -0.15605765581130981]","[0.02150433510541916, 0.364193856716156, -0.06544972956180573]","[0.008805327117443085, 0.27472805976867676, -0.09254338592290878]","[-0.00010606646537780762, 0.22042231261730194, -0.11258846521377563]","[-0.0039958655834198, 0.1782749444246292, -0.12867988646030426]",F,5.0,.\ASL_Data\ASL_Validate\F\F1539.jpg
"[0.08756396919488907, 0.6097142696380615, -0.10136038064956665]","[0.12724560499191284, 0.5544332265853882, -0.15170402824878693]","[0.12225570529699326, 0.47769635915756226, -0.18790565431118011]","[0.09147870540618896, 0.423845112323761, -0.21975061297416687]","[0.12460102885961533, 0.39500415325164795, -0.09706577658653259]","[0.14217258989810944, 0.319587379693985, -0.12460684776306152]","[0.13003294169902802, 0.3442632853984833, -0.13291805982589722]","[0.1170945018529892, 0.37744569778442383, -0.14054825901985168]","[0.0863364040851593, 0.3480423390865326, -0.07015082240104675]","[0.09599989652633667, 0.21899095177650452, -0.09627056121826172]","[0.0899537056684494, 0.13756787776947021, -0.12325534224510193]","[0.08407355844974518, 0.0631711483001709, -0.1482439935207367]","[0.04727803170681, 0.33732277154922485, -0.05167948827147484]","[0.049195487052202225, 0.21398572623729706, -0.07784043252468109]","[0.047527287155389786, 0.13793152570724487, -0.1093812957406044]","[0.04601219668984413, 0.07661658525466919, -0.13375085592269897]","[0.007931776344776154, 0.3561950623989105, -0.04171155020594597]","[0.003490433096885681, 0.2648662328720093, -0.06322788447141647]","[0.0018768608570098877, 0.21722643077373505, -0.08344582468271255]","[0.002028048038482666, 0.18315118551254272, -0.10032744705677032]",F,5.0,.\ASL_Data\ASL_Validate\F\F1549.jpg
"[0.07695773243904114, 0.5799040794372559, -0.11368996649980545]","[0.11168196052312851, 0.5506916046142578, -0.1785144954919815]","[0.1003931537270546, 0.5026143193244934, -0.22606542706489563]","[0.07161487638950348, 0.45128557085990906, -0.2706204056739807]","[0.1172226071357727, 0.39482444524765015, -0.143453449010849]","[0.12637287378311157, 0.3315688371658325, -0.18909253180027008]","[0.11067450046539307, 0.360507071018219, -0.2088502049446106]","[0.09811493009328842, 0.39977800846099854, -0.2239086627960205]","[0.07811293005943298, 0.35170578956604004, -0.11492150276899338]","[0.08139463514089584, 0.2358996570110321, -0.16422849893569946]","[0.07262581586837769, 0.15385271608829498, -0.20260903239250183]","[0.06774116307497025, 0.0839557945728302, -0.23436173796653748]","[0.037449367344379425, 0.3429968059062958, -0.09298969060182571]","[0.028927508741617203, 0.24091944098472595, -0.13567093014717102]","[0.019026070833206177, 0.1695680469274521, -0.1707845777273178]","[0.015193678438663483, 0.11188727617263794, -0.19753222167491913]","[-0.002974309027194977, 0.36238375306129456, -0.07963194698095322]","[-0.019580349326133728, 0.2883037328720093, -0.11555592715740204]","[-0.027358494699001312, 0.250022828578949, -0.13948260247707367]","[-0.0279686376452446, 0.22088532149791718, -0.1583806574344635]",F,5.0,.\ASL_Data\ASL_Validate\F\F1559.jpg
"[0.22551405429840088, 0.6626660823822021, -0.07608027756214142]","[0.27034908533096313, 0.6122243404388428, -0.1222420334815979]","[0.2756069600582123, 0.5586796998977661, -0.1599477380514145]","[0.24916422367095947, 0.5165488719940186, -0.19410327076911926]","[0.25860536098480225, 0.46448880434036255, -0.08277467638254166]","[0.2819139361381531, 0.40607374906539917, -0.11696415394544601]","[0.27221015095710754, 0.4328835904598236, -0.1304134577512741]","[0.2577213644981384, 0.4711380898952484, -0.13962103426456451]","[0.21800844371318817, 0.43238720297813416, -0.0708996132016182]","[0.2312835454940796, 0.3216455578804016, -0.10333090275526047]","[0.23169992864131927, 0.25300395488739014, -0.13112281262874603]","[0.2310313731431961, 0.19414113461971283, -0.15498816967010498]","[0.17789657413959503, 0.4329341948032379, -0.06613320112228394]","[0.17679178714752197, 0.32611915469169617, -0.0941261574625969]","[0.1753236949443817, 0.25980621576309204, -0.12100738286972046]","[0.17517898976802826, 0.2031441479921341, -0.1422736942768097]","[0.13688302040100098, 0.4585546851158142, -0.06834135949611664]","[0.12428075820207596, 0.3795251250267029, -0.09013731777667999]","[0.11798123270273209, 0.3290574848651886, -0.1074957624077797]","[0.11656535416841507, 0.28210651874542236, -0.12254168093204498]",F,5.0,.\ASL_Data\ASL_Validate\F\F1569.jpg
"[0.25316253304481506, 0.6625546216964722, -0.06588533520698547]","[0.29938650131225586, 0.6139694452285767, -0.10616075247526169]","[0.3118620216846466, 0.5586035847663879, -0.14017893373966217]","[0.2901292145252228, 0.5095310807228088, -0.17000892758369446]","[0.2908625602722168, 0.47184208035469055, -0.060986101627349854]","[0.3167245388031006, 0.41490626335144043, -0.08951087296009064]","[0.3098054826259613, 0.4398912787437439, -0.09993056952953339]","[0.29582294821739197, 0.47809913754463196, -0.10680392384529114]","[0.2528015375137329, 0.4417881965637207, -0.0522691085934639]","[0.26678919792175293, 0.33662813901901245, -0.07881522923707962]","[0.26682281494140625, 0.27383673191070557, -0.10264790803194046]","[0.26462671160697937, 0.22086979448795319, -0.12268181145191193]","[0.2115233689546585, 0.44198930263519287, -0.05094614997506142]","[0.2109203189611435, 0.3388611674308777, -0.07400546222925186]","[0.2113831341266632, 0.27505892515182495, -0.09678222984075546]","[0.21192938089370728, 0.22191978991031647, -0.1147151067852974]","[0.16656485199928284, 0.4667254388332367, -0.05600690096616745]","[0.1533498764038086, 0.38845664262771606, -0.07275120913982391]","[0.1473732888698578, 0.34055766463279724, -0.08598905801773071]","[0.14530865848064423, 0.29673242568969727, -0.09777191281318665]",F,5.0,.\ASL_Data\ASL_Validate\F\F1579.jpg
"[0.25174617767333984, 0.6775293350219727, -0.06981994211673737]","[0.2954070568084717, 0.6265425682067871, -0.11114412546157837]","[0.30412474274635315, 0.5717819929122925, -0.14509353041648865]","[0.2810352146625519, 0.5264808535575867, -0.1749695986509323]","[0.28739988803863525, 0.4840541481971741, -0.06595543771982193]","[0.3093482255935669, 0.42940282821655273, -0.09434507042169571]","[0.3020341992378235, 0.45531612634658813, -0.10513100028038025]","[0.2899157404899597, 0.4939429461956024, -0.11282187700271606]","[0.24918892979621887, 0.45443832874298096, -0.05516349524259567]","[0.2591755986213684, 0.3507539629936218, -0.08165734261274338]","[0.25716134905815125, 0.286179780960083, -0.10632748156785965]","[0.254285991191864, 0.23093412816524506, -0.12768182158470154]","[0.20865122973918915, 0.4559547007083893, -0.05183554068207741]","[0.20600011944770813, 0.3523801267147064, -0.07478369027376175]","[0.2059597373008728, 0.28760552406311035, -0.09843046218156815]","[0.2071441113948822, 0.23411531746387482, -0.1176452562212944]","[0.1652241349220276, 0.48227012157440186, -0.055238474160432816]","[0.148683562874794, 0.40180665254592896, -0.0734129473567009]","[0.14236947894096375, 0.35346317291259766, -0.08791623264551163]","[0.14118552207946777, 0.3093630075454712, -0.10088468343019485]",F,5.0,.\ASL_Data\ASL_Validate\F\F1589.jpg
"[0.24449650943279266, 0.6849309206008911, -0.07401751726865768]","[0.2848922610282898, 0.639326810836792, -0.11731085926294327]","[0.2886837422847748, 0.5854823589324951, -0.15222595632076263]","[0.26484471559524536, 0.5399420261383057, -0.18324266374111176]","[0.2785567045211792, 0.49222248792648315, -0.0720568299293518]","[0.2987584173679352, 0.438395619392395, -0.10110527276992798]","[0.291953444480896, 0.4652004837989807, -0.11260594427585602]","[0.28077805042266846, 0.5060845017433167, -0.12109125405550003]","[0.23956803977489471, 0.460781991481781, -0.0591544434428215]","[0.24845528602600098, 0.35902896523475647, -0.08722925186157227]","[0.2458699643611908, 0.29398876428604126, -0.11351808905601501]","[0.24265165627002716, 0.23890013992786407, -0.136000394821167]","[0.19876621663570404, 0.460495263338089, -0.05349758639931679]","[0.19351398944854736, 0.36088407039642334, -0.0771026462316513]","[0.19077491760253906, 0.2951565980911255, -0.10187233984470367]","[0.1905374974012375, 0.241594135761261, -0.12210547178983688]","[0.15658625960350037, 0.4850470721721649, -0.05480823293328285]","[0.14227040112018585, 0.40553292632102966, -0.074192114174366]","[0.13562491536140442, 0.3582984209060669, -0.08957414329051971]","[0.13408081233501434, 0.3171107769012451, -0.10305877774953842]",F,5.0,.\ASL_Data\ASL_Validate\F\F1599.jpg
